,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-01-02,3976922,42009222,10.5,10.7,10.35,10.55,0.15,1024
1,2020-01-03,3089566,32000133,10.55,10.65,10.15,10.35,-0.2,996
2,2020-01-06,1873144,19160204,10.2,10.35,10.15,10.15,-0.2,562
3,2020-01-07,2918030,29338231,10.2,10.25,9.92,9.96,-0.19,891
4,2020-01-08,2493620,25068114,10.0,10.2,9.93,9.96,0.0,801
5,2020-01-09,3179410,32543820,10.2,10.4,10.1,10.25,0.29,1026
6,2020-01-10,1556038,15719731,10.15,10.25,10.05,10.05,-0.2,428
7,2020-01-13,8901182,92557654,10.1,10.6,10.1,10.4,0.35,1599
8,2020-01-14,2169685,22413161,10.4,10.5,10.25,10.3,-0.1,640
9,2020-01-15,4306106,45339970,10.3,10.7,10.25,10.7,0.4,1291
10,2020-01-16,26247407,298575172,10.9,11.75,10.85,11.75,1.05,6012
11,2020-01-17,22377920,260083983,12.0,12.0,11.4,11.4,-0.35,5505
12,2020-01-20,7918872,91451668,11.5,11.75,11.4,11.5,0.1,2160
13,2020-01-30,9391247,102871331,10.9,11.2,10.8,10.9,-0.6,1993
14,2020-01-31,4262347,46750931,11.0,11.2,10.7,10.9,0.0,1172
15,2020-02-03,3753524,38440839,10.6,10.6,10.0,10.2,-0.7,1320
16,2020-02-04,2089020,21586353,10.25,10.5,10.25,10.4,0.2,746
17,2020-02-05,2067021,21357511,10.5,10.55,10.15,10.2,-0.2,732
18,2020-02-06,1690507,17548193,10.35,10.45,10.3,10.45,0.25,568
19,2020-02-07,1340351,13780043,10.45,10.45,10.2,10.2,-0.25,474
20,2020-02-10,925014,9318370,10.0,10.2,9.98,10.15,-0.05,400
21,2020-02-11,1159017,11832370,10.2,10.3,10.15,10.15,0.0,376
22,2020-02-12,5668888,59859561,10.25,10.75,10.2,10.55,0.4,1923
23,2020-02-13,1744126,18307414,10.55,10.65,10.35,10.45,-0.1,753
24,2020-02-14,1131327,11824605,10.45,10.55,10.4,10.45,0.0,457
25,2020-02-17,1271227,13090855,10.3,10.45,10.25,10.25,-0.2,489
26,2020-02-18,2066061,21367272,10.2,10.45,10.15,10.4,0.15,564
27,2020-02-19,3650121,38836314,10.4,10.8,10.35,10.55,0.15,915
28,2020-02-20,963087,10171805,10.7,10.75,10.45,10.55,0.0,371
29,2020-02-21,918078,9592595,10.55,10.55,10.4,10.4,-0.15,393
30,2020-02-24,2085566,21289280,10.25,10.3,10.15,10.2,-0.2,635
31,2020-02-25,4256041,43972260,10.05,10.55,10.0,10.35,0.15,1119
32,2020-02-26,4495110,47292559,10.2,10.65,10.2,10.65,0.3,1009
33,2020-02-27,15404312,168810514,10.9,11.25,10.65,10.7,0.05,4868
34,2020-03-02,4505552,48680786,10.5,11.0,10.4,10.95,0.25,1570
35,2020-03-03,4440447,48809939,11.35,11.35,10.75,10.75,-0.2,1466
36,2020-03-04,3858539,42129155,10.8,11.15,10.7,11.15,0.4,1261
37,2020-03-05,3297269,36555968,11.15,11.2,11.0,11.05,-0.1,1008
